pair_id	language	target_number	continuation	good_prefix_type	good_prefix	bad_prefix_type	bad_prefix	good_sentence	bad_sentence	source_idx	has_attractor	distance	subject_lemma
eng_0211	eng	PL	know how to blow things up.	PL	The civilians in the Department of Defense only	SG	The civilian in the Department of Defense only	The civilians in the Department of Defense only know how to blow things up.	The civilian in the Department of Defense only know how to blow things up.	220	1	7	civilian
eng_0212	eng	SG	seems to outnumber the ones who oppose him.	SG	But other people do like the way they think he will vote, and the one who favors him	PL	But other people do like the way they think he will vote, and the ones who favor him	But other people do like the way they think he will vote, and the one who favors him seems to outnumber the ones who oppose him.	But other people do like the way they think he will vote, and the ones who favor him seems to outnumber the ones who oppose him.	221	1	4	one
eng_0212	eng	PL	seem to outnumber the ones who oppose him.	PL	But other people do like the way they think he will vote, and the ones who favor him	SG	But other people do like the way they think he will vote, and the one who favors him	But other people do like the way they think he will vote, and the ones who favor him seem to outnumber the ones who oppose him.	But other people do like the way they think he will vote, and the one who favors him seem to outnumber the ones who oppose him.	221	1	4	one
eng_0216	eng	SG	undermines the educational process.	SG	An act that violates this trust	PL	Acts that violate this trust	An act that violates this trust undermines the educational process.	Acts that violate this trust undermines the educational process.	225	1	5	act
eng_0216	eng	PL	undermine the educational process.	PL	Acts that violate this trust	SG	An act that violates this trust	Acts that violate this trust undermine the educational process.	An act that violates this trust undermine the educational process.	225	1	5	act
eng_0217	eng	SG	has MUCH NICER and more TRANSPARENT owners.	SG	Another shop around this city	PL	Other shops around this city	Another shop around this city has MUCH NICER and more TRANSPARENT owners.	Other shops around this city has MUCH NICER and more TRANSPARENT owners.	226	1	4	shop
eng_0217	eng	PL	have MUCH NICER and more TRANSPARENT owners.	PL	Other shops around this city	SG	Another shop around this city	Other shops around this city have MUCH NICER and more TRANSPARENT owners.	Another shop around this city have MUCH NICER and more TRANSPARENT owners.	226	1	4	shop
eng_0218	eng	SG	agrees that notice must be given before biochemical weapons are used.	SG	Princeton islamist scholar Bernard Lewis has explained that while islamists may disagree about whether killing innocents is sanctioned by the laws of jihad, an extremist like Zawahiri	PL	Princeton islamist scholar Bernard Lewis has explained that while islamists may disagree about whether killing innocents is sanctioned by the laws of jihad, extremists like Zawahiri	Princeton islamist scholar Bernard Lewis has explained that while islamists may disagree about whether killing innocents is sanctioned by the laws of jihad, an extremist like Zawahiri agrees that notice must be given before biochemical weapons are used.	Princeton islamist scholar Bernard Lewis has explained that while islamists may disagree about whether killing innocents is sanctioned by the laws of jihad, extremists like Zawahiri agrees that notice must be given before biochemical weapons are used.	227	0	3	extremist
eng_0218	eng	PL	agree that notice must be given before biochemical weapons are used.	PL	Princeton islamist scholar Bernard Lewis has explained that while islamists may disagree about whether killing innocents is sanctioned by the laws of jihad, extremists like Zawahiri	SG	Princeton islamist scholar Bernard Lewis has explained that while islamists may disagree about whether killing innocents is sanctioned by the laws of jihad, an extremist like Zawahiri	Princeton islamist scholar Bernard Lewis has explained that while islamists may disagree about whether killing innocents is sanctioned by the laws of jihad, extremists like Zawahiri agree that notice must be given before biochemical weapons are used.	Princeton islamist scholar Bernard Lewis has explained that while islamists may disagree about whether killing innocents is sanctioned by the laws of jihad, an extremist like Zawahiri agree that notice must be given before biochemical weapons are used.	227	0	3	extremist
eng_0219	eng	PL	continue to attract and intrigue you, as you apply your mystical awareness to the important decisions upcoming in your life, especially concerning partnerships of all kinds.	PL	The mysteries of the universe	SG	The mystery of the universe	The mysteries of the universe continue to attract and intrigue you, as you apply your mystical awareness to the important decisions upcoming in your life, especially concerning partnerships of all kinds.	The mystery of the universe continue to attract and intrigue you, as you apply your mystical awareness to the important decisions upcoming in your life, especially concerning partnerships of all kinds.	228	0	4	mystery
eng_0219	eng	SG	continues to attract and intrigue you, as you apply your mystical awareness to the important decisions upcoming in your life, especially concerning partnerships of all kinds.	SG	The mystery of the universe	PL	The mysteries of the universe	The mystery of the universe continues to attract and intrigue you, as you apply your mystical awareness to the important decisions upcoming in your life, especially concerning partnerships of all kinds.	The mysteries of the universe continues to attract and intrigue you, as you apply your mystical awareness to the important decisions upcoming in your life, especially concerning partnerships of all kinds.	228	0	4	mystery
eng_0220	eng	PL	suggest it could be the US insurance industry's most expensive natural disaster ever.	PL	Damage estimates of more than $25bn	SG	Damage estimate of more than $25bn	Damage estimates of more than $25bn suggest it could be the US insurance industry's most expensive natural disaster ever.	Damage estimate of more than $25bn suggest it could be the US insurance industry's most expensive natural disaster ever.	229	0	7	estimate
eng_0220	eng	SG	suggests it could be the US insurance industry's most expensive natural disaster ever.	SG	Damage estimate of more than $25bn	PL	Damage estimates of more than $25bn	Damage estimate of more than $25bn suggests it could be the US insurance industry's most expensive natural disaster ever.	Damage estimates of more than $25bn suggests it could be the US insurance industry's most expensive natural disaster ever.	229	0	7	estimate
eng_0221	eng	SG	sympathizes with the Palestinians, and those in post-Saddam Iraq are no exception.	SG	A secular Arab nationalist group also universally	PL	Secular Arab nationalist groups also universally	A secular Arab nationalist group also universally sympathizes with the Palestinians, and those in post-Saddam Iraq are no exception.	Secular Arab nationalist groups also universally sympathizes with the Palestinians, and those in post-Saddam Iraq are no exception.	230	0	3	group
eng_0221	eng	PL	sympathize with the Palestinians, and those in post-Saddam Iraq are no exception.	PL	Secular Arab nationalist groups also universally	SG	A secular Arab nationalist group also universally	Secular Arab nationalist groups also universally sympathize with the Palestinians, and those in post-Saddam Iraq are no exception.	A secular Arab nationalist group also universally sympathize with the Palestinians, and those in post-Saddam Iraq are no exception.	230	0	3	group
eng_0222	eng	SG	says it is too early to say whether Bush's tough message was instrumental in persuading Musharraf and the ISI to pressure the Taliban to refrain from disrupting the elections.	SG	A US and NATO military officer in Kabul	PL	US and NATO military officers in Kabul	A US and NATO military officer in Kabul says it is too early to say whether Bush's tough message was instrumental in persuading Musharraf and the ISI to pressure the Taliban to refrain from disrupting the elections.	US and NATO military officers in Kabul says it is too early to say whether Bush's tough message was instrumental in persuading Musharraf and the ISI to pressure the Taliban to refrain from disrupting the elections.	232	0	3	officer
eng_0222	eng	PL	say it is too early to say whether Bush's tough message was instrumental in persuading Musharraf and the ISI to pressure the Taliban to refrain from disrupting the elections.	PL	US and NATO military officers in Kabul	SG	A US and NATO military officer in Kabul	US and NATO military officers in Kabul say it is too early to say whether Bush's tough message was instrumental in persuading Musharraf and the ISI to pressure the Taliban to refrain from disrupting the elections.	A US and NATO military officer in Kabul say it is too early to say whether Bush's tough message was instrumental in persuading Musharraf and the ISI to pressure the Taliban to refrain from disrupting the elections.	232	0	3	officer
eng_0223	eng	SG	results in CTR of 8–12%.	SG	An average campaign for ANA	PL	Average campaigns for ANA	An average campaign for ANA results in CTR of 8–12%.	Average campaigns for ANA results in CTR of 8–12%.	233	0	3	campaign
eng_0223	eng	PL	result in CTR of 8–12%.	PL	Average campaigns for ANA	SG	An average campaign for ANA	Average campaigns for ANA result in CTR of 8–12%.	An average campaign for ANA result in CTR of 8–12%.	233	0	3	campaign
eng_0225	eng	SG	"requires 3 types of ""light,"" UVA, UVB, and heat."	SG	Let me try to break this down as simply as I can: a diurnal (active during the day time) reptile like the bearded dragon	PL	Let me try to break this down as simply as I can: diurnal (active during the day time) reptiles like the bearded dragon	"Let me try to break this down as simply as I can: a diurnal (active during the day time) reptile like the bearded dragon requires 3 types of ""light,"" UVA, UVB, and heat."	"Let me try to break this down as simply as I can: diurnal (active during the day time) reptiles like the bearded dragon requires 3 types of ""light,"" UVA, UVB, and heat."	235	0	5	reptile
eng_0225	eng	PL	"require 3 types of ""light,"" UVA, UVB, and heat."	PL	Let me try to break this down as simply as I can: diurnal (active during the day time) reptiles like the bearded dragon	SG	Let me try to break this down as simply as I can: a diurnal (active during the day time) reptile like the bearded dragon	"Let me try to break this down as simply as I can: diurnal (active during the day time) reptiles like the bearded dragon require 3 types of ""light,"" UVA, UVB, and heat."	"Let me try to break this down as simply as I can: a diurnal (active during the day time) reptile like the bearded dragon require 3 types of ""light,"" UVA, UVB, and heat."	235	0	5	reptile
eng_0226	eng	SG	eats and sleeps with its flock, not predators.	SG	A bird	PL	Birds	A bird eats and sleeps with its flock, not predators.	Birds eats and sleeps with its flock, not predators.	236	0	1	bird
eng_0226	eng	PL	eat and sleep with their flock, not predators.	PL	Birds	SG	A bird	Birds eat and sleep with their flock, not predators.	A bird eat and sleep with their flock, not predators.	236	0	1	bird
eng_0227	eng	PL	rise, but I feel the bright eyes Of the beautiful ANNABEL LEE;	PL	And the stars never	SG	And the star never	And the stars never rise, but I feel the bright eyes Of the beautiful ANNABEL LEE;	And the star never rise, but I feel the bright eyes Of the beautiful ANNABEL LEE;	237	0	2	star
eng_0227	eng	SG	rises, but I feel the bright eyes Of the beautiful ANNABEL LEE;	SG	And the star never	PL	And the stars never	And the star never rises, but I feel the bright eyes Of the beautiful ANNABEL LEE;	And the stars never rises, but I feel the bright eyes Of the beautiful ANNABEL LEE;	237	0	2	star
eng_0228	eng	SG	stamps his or her feet on the ground.	SG	In the final two steps, the dancer firmly	PL	In the final two steps, the dancers firmly	In the final two steps, the dancer firmly stamps his or her feet on the ground.	In the final two steps, the dancers firmly stamps his or her feet on the ground.	238	0	2	dancer
eng_0228	eng	PL	stamp their feet on the ground.	PL	In the final two steps, the dancers firmly	SG	In the final two steps, the dancer firmly	In the final two steps, the dancers firmly stamp their feet on the ground.	In the final two steps, the dancer firmly stamp their feet on the ground.	238	0	2	dancer
eng_0229	eng	SG	fits within the new organization?	SG	Can you recommend where this company	PL	Can you recommend where these companies each	Can you recommend where this company fits within the new organization?	Can you recommend where these companies each fits within the new organization?	239	0	2	company
eng_0229	eng	PL	fit within the new organization?	PL	Can you recommend where these companies each	SG	Can you recommend where this company	Can you recommend where these companies each fit within the new organization?	Can you recommend where this company fit within the new organization?	239	0	2	company
eng_0230	eng	SG	generates karma …	SG	As a yoga studio, I'm sure you're all aware that every action	PL	As a yoga studio, I'm sure you're all aware that all actions	As a yoga studio, I'm sure you're all aware that every action generates karma …	As a yoga studio, I'm sure you're all aware that all actions generates karma …	240	0	1	action
eng_0230	eng	PL	generate karma …	PL	As a yoga studio, I'm sure you're all aware that all actions	SG	As a yoga studio, I'm sure you're all aware that every action	As a yoga studio, I'm sure you're all aware that all actions generate karma …	As a yoga studio, I'm sure you're all aware that every action generate karma …	240	0	1	action
eng_0231	eng	SG	shows that the remaining amount will also be completely consumed.	SG	The intention for 2005	PL	Intentions for 2005	The intention for 2005 shows that the remaining amount will also be completely consumed.	Intentions for 2005 shows that the remaining amount will also be completely consumed.	241	0	3	intention
eng_0231	eng	PL	show that the remaining amount will also be completely consumed.	PL	Intentions for 2005	SG	The intention for 2005	Intentions for 2005 show that the remaining amount will also be completely consumed.	The intention for 2005 show that the remaining amount will also be completely consumed.	241	0	3	intention
eng_0232	eng	SG	depends on the method of payment (e.g. ACH - US or WIRE - US).	SG	The company's transaction fee	PL	The company's transaction fees	The company's transaction fee depends on the method of payment (e.g. ACH - US or WIRE - US).	The company's transaction fees depends on the method of payment (e.g. ACH - US or WIRE - US).	242	0	1	fee
eng_0232	eng	PL	depend on the method of payment (e.g. ACH - US or WIRE - US).	PL	The company's transaction fees	SG	The company's transaction fee	The company's transaction fees depend on the method of payment (e.g. ACH - US or WIRE - US).	The company's transaction fee depend on the method of payment (e.g. ACH - US or WIRE - US).	242	0	1	fee
eng_0233	eng	PL	tend to have urinary tract issues, so your cat has done very well.	PL	Older males often	SG	An older male often	Older males often tend to have urinary tract issues, so your cat has done very well.	An older male often tend to have urinary tract issues, so your cat has done very well.	243	0	2	male
eng_0233	eng	SG	tends to have urinary tract issues, so your cat has done very well.	SG	An older male often	PL	Older males often	An older male often tends to have urinary tract issues, so your cat has done very well.	Older males often tends to have urinary tract issues, so your cat has done very well.	243	0	2	male
eng_0236	eng	SG	proliferates is inevitably a security worry for Israel.	SG	An Iraq in which an armed fundamentalist and nationalist militia	PL	An Iraq in which armed fundamentalist and nationalist militias	An Iraq in which an armed fundamentalist and nationalist militia proliferates is inevitably a security worry for Israel.	An Iraq in which armed fundamentalist and nationalist militias proliferates is inevitably a security worry for Israel.	246	0	1	militia
eng_0236	eng	PL	proliferate is inevitably a security worry for Israel.	PL	An Iraq in which armed fundamentalist and nationalist militias	SG	An Iraq in which an armed fundamentalist and nationalist militia	An Iraq in which armed fundamentalist and nationalist militias proliferate is inevitably a security worry for Israel.	An Iraq in which an armed fundamentalist and nationalist militia proliferate is inevitably a security worry for Israel.	246	0	1	militia
eng_0237	eng	SG	appreciates this to give it more room in its mouth for its tongue.	SG	It is a curb bit with a ported mouthpiece, and a horse	PL	It is a curb bit with a ported mouthpiece, and horses	It is a curb bit with a ported mouthpiece, and a horse appreciates this to give it more room in its mouth for its tongue.	It is a curb bit with a ported mouthpiece, and horses appreciates this to give it more room in its mouth for its tongue.	247	0	1	horse
eng_0237	eng	PL	appreciate this to give them more room in their mouths for their tongues.	PL	It is a curb bit with a ported mouthpiece, and horses	SG	It is a curb bit with a ported mouthpiece, and a horse	It is a curb bit with a ported mouthpiece, and horses appreciate this to give them more room in their mouths for their tongues.	It is a curb bit with a ported mouthpiece, and a horse appreciate this to give them more room in their mouths for their tongues.	247	0	1	horse
eng_0238	eng	SG	tells you).	SG	Alike...both were fought for securities reasons by the US (no matter what the liberal revisionist historian	PL	Alike...both were fought for securities reasons by the US (no matter what the liberal revisionist historians	Alike...both were fought for securities reasons by the US (no matter what the liberal revisionist historian tells you).	Alike...both were fought for securities reasons by the US (no matter what the liberal revisionist historians tells you).	248	0	1	historian
eng_0238	eng	PL	tell you).	PL	Alike...both were fought for securities reasons by the US (no matter what the liberal revisionist historians	SG	Alike...both were fought for securities reasons by the US (no matter what the liberal revisionist historian	Alike...both were fought for securities reasons by the US (no matter what the liberal revisionist historians tell you).	Alike...both were fought for securities reasons by the US (no matter what the liberal revisionist historian tell you).	248	0	1	historian
eng_0239	eng	SG	belongs to the monetarist school.	SG	This economist	PL	These economists	This economist belongs to the monetarist school.	These economists belongs to the monetarist school.	249	0	1	economist
eng_0239	eng	PL	belong to the monetarist school.	PL	These economists	SG	This economist	These economists belong to the monetarist school.	This economist belong to the monetarist school.	249	0	1	economist
eng_0240	eng	SG	evaluates these properties?	SG	Is this how your client usually	PL	Is this how your clients usually	Is this how your client usually evaluates these properties?	Is this how your clients usually evaluates these properties?	250	0	2	client
eng_0240	eng	PL	evaluate these properties?	PL	Is this how your clients usually	SG	Is this how your client usually	Is this how your clients usually evaluate these properties?	Is this how your client usually evaluate these properties?	250	0	2	client
eng_0241	eng	PL	join packaged death tours to Iraq and other hotspots, while some of their leaders ski in Switzerland.	PL	"The Jihad ""soldiers"""	SG	"The Jihad ""soldier"""	"The Jihad ""soldiers"" join packaged death tours to Iraq and other hotspots, while some of their leaders ski in Switzerland."	"The Jihad ""soldier"" join packaged death tours to Iraq and other hotspots, while some of their leaders ski in Switzerland."	251	0	2	soldier
eng_0241	eng	SG	joins packaged death tours to Iraq and other hotspots, while some of his leaders ski in Switzerland.	SG	"The Jihad ""soldier"""	PL	"The Jihad ""soldiers"""	"The Jihad ""soldier"" joins packaged death tours to Iraq and other hotspots, while some of his leaders ski in Switzerland."	"The Jihad ""soldiers"" joins packaged death tours to Iraq and other hotspots, while some of his leaders ski in Switzerland."	251	0	2	soldier
eng_0242	eng	SG	has nothing to do with Israel.	SG	The frequent report from Algeria about the murders of hundreds of civilians in one village or another by other Algerians	PL	The frequent reports from Algeria about the murders of hundreds of civilians in one village or another by other Algerians	The frequent report from Algeria about the murders of hundreds of civilians in one village or another by other Algerians has nothing to do with Israel.	The frequent reports from Algeria about the murders of hundreds of civilians in one village or another by other Algerians has nothing to do with Israel.	252	1	18	report
eng_0242	eng	PL	have nothing to do with Israel.	PL	The frequent reports from Algeria about the murders of hundreds of civilians in one village or another by other Algerians	SG	The frequent report from Algeria about the murders of hundreds of civilians in one village or another by other Algerians	The frequent reports from Algeria about the murders of hundreds of civilians in one village or another by other Algerians have nothing to do with Israel.	The frequent report from Algeria about the murders of hundreds of civilians in one village or another by other Algerians have nothing to do with Israel.	252	1	18	report
eng_0245	eng	SG	has to be the best in town.	SG	For the quality, the price ($4-$6)	PL	For the quality, the prices ($4-$6)	For the quality, the price ($4-$6) has to be the best in town.	For the quality, the prices ($4-$6) has to be the best in town.	255	0	8	price
eng_0245	eng	PL	have to be the best in town.	PL	For the quality, the prices ($4-$6)	SG	For the quality, the price ($4-$6)	For the quality, the prices ($4-$6) have to be the best in town.	For the quality, the price ($4-$6) have to be the best in town.	255	0	8	price
eng_0248	eng	SG	looks like it was flooded and the wood cabinets are thrashed at the bottom and they slapped some pieces of wood over to try to cover it up.	SG	Each bathroom	PL	Both bathrooms	Each bathroom looks like it was flooded and the wood cabinets are thrashed at the bottom and they slapped some pieces of wood over to try to cover it up.	Both bathrooms looks like it was flooded and the wood cabinets are thrashed at the bottom and they slapped some pieces of wood over to try to cover it up.	258	0	1	bathroom
eng_0248	eng	PL	look like they were flooded and the wood cabinets are thrashed at the bottom and they slapped some pieces of wood over to try to cover it up.	PL	Both bathrooms	SG	Each bathroom	Both bathrooms look like they were flooded and the wood cabinets are thrashed at the bottom and they slapped some pieces of wood over to try to cover it up.	Each bathroom look like they were flooded and the wood cabinets are thrashed at the bottom and they slapped some pieces of wood over to try to cover it up.	258	0	1	bathroom
eng_0253	eng	SG	loves him.	SG	His co-worker	PL	His co-workers	His co-worker loves him.	His co-workers loves him.	263	0	1	co-worker
eng_0253	eng	PL	love him.	PL	His co-workers	SG	His co-worker	His co-workers love him.	His co-worker love him.	263	0	1	co-worker
eng_0255	eng	SG	has all sorts of ulterior motives and social experiments it wants to impose on the Iraqi people, including Polish-style economic shock therapy, some sort of sweetheart deal for Israel, and maybe even breaking the country up into three parts.	SG	The Neocon in the CPA	PL	The Neocons in the CPA	The Neocon in the CPA has all sorts of ulterior motives and social experiments it wants to impose on the Iraqi people, including Polish-style economic shock therapy, some sort of sweetheart deal for Israel, and maybe even breaking the country up into three parts.	The Neocons in the CPA has all sorts of ulterior motives and social experiments it wants to impose on the Iraqi people, including Polish-style economic shock therapy, some sort of sweetheart deal for Israel, and maybe even breaking the country up into three parts.	265	0	4	neocon
eng_0255	eng	PL	have all sorts of ulterior motives and social experiments they want to impose on the Iraqi people, including Polish-style economic shock therapy, some sort of sweetheart deal for Israel, and maybe even breaking the country up into three parts.	PL	The Neocons in the CPA	SG	The Neocon in the CPA	The Neocons in the CPA have all sorts of ulterior motives and social experiments they want to impose on the Iraqi people, including Polish-style economic shock therapy, some sort of sweetheart deal for Israel, and maybe even breaking the country up into three parts.	The Neocon in the CPA have all sorts of ulterior motives and social experiments they want to impose on the Iraqi people, including Polish-style economic shock therapy, some sort of sweetheart deal for Israel, and maybe even breaking the country up into three parts.	265	0	4	neocon
eng_0256	eng	SG	turns to the price of the car and financing.	SG	I mean, I don't care if he doesn't know, but if he pretends to know and tells me BS to my face, there's no way I'm going to trust him when the matter	PL	I mean, I don't care if he doesn't know, but if he pretends to know and tells me BS to my face, there's no way I'm going to trust him when matters	I mean, I don't care if he doesn't know, but if he pretends to know and tells me BS to my face, there's no way I'm going to trust him when the matter turns to the price of the car and financing.	I mean, I don't care if he doesn't know, but if he pretends to know and tells me BS to my face, there's no way I'm going to trust him when matters turns to the price of the car and financing.	266	0	1	matter
eng_0256	eng	PL	turn to the price of the car and financing.	PL	I mean, I don't care if he doesn't know, but if he pretends to know and tells me BS to my face, there's no way I'm going to trust him when matters	SG	I mean, I don't care if he doesn't know, but if he pretends to know and tells me BS to my face, there's no way I'm going to trust him when the matter	I mean, I don't care if he doesn't know, but if he pretends to know and tells me BS to my face, there's no way I'm going to trust him when matters turn to the price of the car and financing.	I mean, I don't care if he doesn't know, but if he pretends to know and tells me BS to my face, there's no way I'm going to trust him when the matter turn to the price of the car and financing.	266	0	1	matter
eng_0257	eng	PL	demonstrate the inhibitory network is central to controlling not only the amplitude, extent and duration of activation of recurrent excitatory cortical networks, but also the precise timing of action potentials, and, thus, network synchronization...	PL	The findings	SG	The finding	The findings demonstrate the inhibitory network is central to controlling not only the amplitude, extent and duration of activation of recurrent excitatory cortical networks, but also the precise timing of action potentials, and, thus, network synchronization...	The finding demonstrate the inhibitory network is central to controlling not only the amplitude, extent and duration of activation of recurrent excitatory cortical networks, but also the precise timing of action potentials, and, thus, network synchronization...	267	0	1	finding
eng_0257	eng	SG	demonstrates the inhibitory network is central to controlling not only the amplitude, extent and duration of activation of recurrent excitatory cortical networks, but also the precise timing of action potentials, and, thus, network synchronization...	SG	The finding	PL	The findings	The finding demonstrates the inhibitory network is central to controlling not only the amplitude, extent and duration of activation of recurrent excitatory cortical networks, but also the precise timing of action potentials, and, thus, network synchronization...	The findings demonstrates the inhibitory network is central to controlling not only the amplitude, extent and duration of activation of recurrent excitatory cortical networks, but also the precise timing of action potentials, and, thus, network synchronization...	267	0	1	finding
eng_0258	eng	SG	measures volume.	SG	Ounces measure weight, pint	PL	Ounces measure weight, pints	Ounces measure weight, pint measures volume.	Ounces measure weight, pints measures volume.	268	0	1	pint
eng_0258	eng	PL	measure volume.	PL	Ounces measure weight, pints	SG	Ounces measure weight, pint	Ounces measure weight, pints measure volume.	Ounces measure weight, pint measure volume.	268	0	1	pint
eng_0259	eng	SG	"exists to conclude that the consequences of climate change are already detectable within U.S. ecosystems."""	SG	"As the Pew report concluded, ""Sufficient study now"	PL	"As the Pew report concluded, ""Sufficient studies now"	"As the Pew report concluded, ""Sufficient study now exists to conclude that the consequences of climate change are already detectable within U.S. ecosystems."""	"As the Pew report concluded, ""Sufficient studies now exists to conclude that the consequences of climate change are already detectable within U.S. ecosystems."""	269	0	2	study
eng_0259	eng	PL	"exist to conclude that the consequences of climate change are already detectable within U.S. ecosystems."""	PL	"As the Pew report concluded, ""Sufficient studies now"	SG	"As the Pew report concluded, ""Sufficient study now"	"As the Pew report concluded, ""Sufficient studies now exist to conclude that the consequences of climate change are already detectable within U.S. ecosystems."""	"As the Pew report concluded, ""Sufficient study now exist to conclude that the consequences of climate change are already detectable within U.S. ecosystems."""	269	0	2	study
eng_0260	eng	SG	covers the entire gamut surrounding the event.	SG	Feel free to cut and paste and leave your comments, as this viewpoint	PL	Feel free to cut and paste and leave your comments, as these viewpoints	Feel free to cut and paste and leave your comments, as this viewpoint covers the entire gamut surrounding the event.	Feel free to cut and paste and leave your comments, as these viewpoints covers the entire gamut surrounding the event.	270	0	1	viewpoint
eng_0260	eng	PL	cover the entire gamut surrounding the event.	PL	Feel free to cut and paste and leave your comments, as these viewpoints	SG	Feel free to cut and paste and leave your comments, as this viewpoint	Feel free to cut and paste and leave your comments, as these viewpoints cover the entire gamut surrounding the event.	Feel free to cut and paste and leave your comments, as this viewpoint cover the entire gamut surrounding the event.	270	0	1	viewpoint
eng_0261	eng	SG	stops eating, particularly during the cooler part of the year.	SG	The king snake sometimes	PL	King snakes sometimes	The king snake sometimes stops eating, particularly during the cooler part of the year.	King snakes sometimes stops eating, particularly during the cooler part of the year.	271	0	2	snake
eng_0261	eng	PL	stop eating, particularly during the cooler part of the year.	PL	King snakes sometimes	SG	The king snake sometimes	King snakes sometimes stop eating, particularly during the cooler part of the year.	The king snake sometimes stop eating, particularly during the cooler part of the year.	271	0	2	snake
eng_0262	eng	SG	helps with that too.	SG	The water change	PL	The water changes	The water change helps with that too.	The water changes helps with that too.	272	0	1	change
eng_0262	eng	PL	help with that too.	PL	The water changes	SG	The water change	The water changes help with that too.	The water change help with that too.	272	0	1	change
eng_0263	eng	PL	build a full-stack web application in the course of one month, from inception to production.	PL	After Week 14, Participants	SG	After Week 14, Participant	After Week 14, Participants build a full-stack web application in the course of one month, from inception to production.	After Week 14, Participant build a full-stack web application in the course of one month, from inception to production.	274	0	1	participant
eng_0263	eng	SG	builds a full-stack web application in the course of one month, from inception to production.	SG	After Week 14, Participant	PL	After Week 14, Participants	After Week 14, Participant builds a full-stack web application in the course of one month, from inception to production.	After Week 14, Participants builds a full-stack web application in the course of one month, from inception to production.	274	0	1	participant
eng_0264	eng	SG	sits aside the vital sea lanes of the Strait of Malacca, through which 300 tankers and merchant ships pass daily, bringing in oil for the Far East and Southeast Asia.	SG	This island	PL	These islands	This island sits aside the vital sea lanes of the Strait of Malacca, through which 300 tankers and merchant ships pass daily, bringing in oil for the Far East and Southeast Asia.	These islands sits aside the vital sea lanes of the Strait of Malacca, through which 300 tankers and merchant ships pass daily, bringing in oil for the Far East and Southeast Asia.	275	0	1	island
eng_0264	eng	PL	sit aside the vital sea lanes of the Strait of Malacca, through which 300 tankers and merchant ships pass daily, bringing in oil for the Far East and Southeast Asia.	PL	These islands	SG	This island	These islands sit aside the vital sea lanes of the Strait of Malacca, through which 300 tankers and merchant ships pass daily, bringing in oil for the Far East and Southeast Asia.	This island sit aside the vital sea lanes of the Strait of Malacca, through which 300 tankers and merchant ships pass daily, bringing in oil for the Far East and Southeast Asia.	275	0	1	island
eng_0265	eng	SG	does to his trusty supplier of nukes and missiles by creating a scare about war involving India when in fact the real flashpoints are the Taiwan Straits and North Korea.	SG	The reason for this is that India is emerging as an alternative investment destination to China, hence the favor that the general in Islamabad	PL	The reason for this is that India is emerging as an alternative investment destination to China, hence the favor that the generals in Islamabad	The reason for this is that India is emerging as an alternative investment destination to China, hence the favor that the general in Islamabad does to his trusty supplier of nukes and missiles by creating a scare about war involving India when in fact the real flashpoints are the Taiwan Straits and North Korea.	The reason for this is that India is emerging as an alternative investment destination to China, hence the favor that the generals in Islamabad does to his trusty supplier of nukes and missiles by creating a scare about war involving India when in fact the real flashpoints are the Taiwan Straits and North Korea.	276	0	3	general
eng_0265	eng	PL	do to their trusty supplier of nukes and missiles by creating a scare about war involving India when in fact the real flashpoints are the Taiwan Straits and North Korea.	PL	The reason for this is that India is emerging as an alternative investment destination to China, hence the favor that the generals in Islamabad	SG	The reason for this is that India is emerging as an alternative investment destination to China, hence the favor that the general in Islamabad	The reason for this is that India is emerging as an alternative investment destination to China, hence the favor that the generals in Islamabad do to their trusty supplier of nukes and missiles by creating a scare about war involving India when in fact the real flashpoints are the Taiwan Straits and North Korea.	The reason for this is that India is emerging as an alternative investment destination to China, hence the favor that the general in Islamabad do to their trusty supplier of nukes and missiles by creating a scare about war involving India when in fact the real flashpoints are the Taiwan Straits and North Korea.	276	0	3	general
eng_0266	eng	SG	progresses.	SG	I told him that I would see his neurologist for evaluation or possibly a spinal surgeon if his symptom	PL	I told him that I would see his neurologist for evaluation or possibly a spinal surgeon if his symptoms	I told him that I would see his neurologist for evaluation or possibly a spinal surgeon if his symptom progresses.	I told him that I would see his neurologist for evaluation or possibly a spinal surgeon if his symptoms progresses.	277	0	1	symptom
eng_0266	eng	PL	progress.	PL	I told him that I would see his neurologist for evaluation or possibly a spinal surgeon if his symptoms	SG	I told him that I would see his neurologist for evaluation or possibly a spinal surgeon if his symptom	I told him that I would see his neurologist for evaluation or possibly a spinal surgeon if his symptoms progress.	I told him that I would see his neurologist for evaluation or possibly a spinal surgeon if his symptom progress.	277	0	1	symptom
eng_0267	eng	SG	alleges that HANO has not provided qualified former St. Thomas residents a preference with respect to available public housing units at River Garden per the 2003 agreement.	SG	The current complaint	PL	The current complaints	The current complaint alleges that HANO has not provided qualified former St. Thomas residents a preference with respect to available public housing units at River Garden per the 2003 agreement.	The current complaints alleges that HANO has not provided qualified former St. Thomas residents a preference with respect to available public housing units at River Garden per the 2003 agreement.	278	0	1	complaint
